license_type,business_name,street_address,status,city,state,zip_code,phone_no,year,licence_number,full_address,active,lat,lon
Charitable Solicitation License,KNIGHTS OF COLUMBUS,17451 IRELAND RD.,EXPIRED,SOUTH BEND,IN,46614,574-229-5001,2022,CHS2022-003,"17451 IRELAND RD., SOUTH BEND, IN, 46614",FALSE,41.628657,-86.277703
Restaurant (A-M) License,Fiddler's Hearth Inc,"127 N MAIN ST, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,574-232-2853,2023,RST2023-398,"127 N MAIN ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Automotive Repair License,Belle Way Sales & Service Inc.,"1705 S OLIVE ST, SOUTH BEND, 46613",ACTIVE,South Bend,IN,46613,574-287-6006,2023,AUT2023-048,"1705 S OLIVE ST, SOUTH BEND, 46613, South Bend, IN, 46613",FALSE,NA,NA
Restaurant (N-Z) License,SNACKS ON THE AVE,1508 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-855-8044,2023,RST2023-063,"1508 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656585,-86.2251205
Automotive Repair License,GUTIERREZ AUTO SHOP,1954   PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46613,574-440-2927,2020,8254AUTO2020,"1954   PRAIRIE AVE, SOUTH BEND, IN, 46613",FALSE,41.652669,-86.27494
Transient Merchant License,"ST JOSEPH CO 4-H FAIR, INC",5117 S  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-291-4870,2021,TRM2021-001,"5117 S  IRONWOOD DR, SOUTH BEND, IN, 46614",FALSE,41.6397011,-86.215588
Restaurant (N-Z) License,WEST SIDE DEMOCRATIC CIVIC CLUB,617 S WARREN ST,RENEWED,SOUTH BEND,IN,46619,574-54-6583,2020,1012RESTZ2020,"617 S WARREN ST, SOUTH BEND, IN, 46619",FALSE,41.6689971,-86.2800706
Alarm Agent License,CIRCLE CITY SECURITY SYSTEMS INC.,5355 E 38th St,RENEWED,INDIANAPOLIS,IN,46218,317-542-7087,2021,ALR2021-010,"5355 E 38th St, INDIANAPOLIS, IN, 46218",FALSE,39.8250754,-86.0775061
Restaurant (N-Z) License,"PROVIDENT MINISTRIES, LTD",3402 S  LOCUST RD,RENEWED,SOUTH BEND,IN,46614,574-968-1566,2020,2669RESTZ2020,"3402 S  LOCUST RD, SOUTH BEND, IN, 46614",FALSE,41.6437833,-86.2829029
Restaurant (A-M) License,Long John Silver's #42,"920 E IRELAND RD, SOUTH BEND, IN, 46614",ACTIVE,SOUTH BEND,IN,46614,574-291-1220,2023,RST2023-221,"920 E IRELAND RD, SOUTH BEND, IN, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,"Wings Over South Bend, LLC","1124 E ANGELA BLVD, SOUTH BEND, 46617",CLOSED,SOUTH BEND,IN,46617,574-404-2198,2022,RST2022-434,"1124 E ANGELA BLVD, SOUTH BEND, 46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Restaurant (A-M) License,MEX EXPRESS,1807 S. IRONWOOD,RENEWED,SOUTH BEND,IN,46613,NA,2022,RST2022-494,"1807 S. IRONWOOD, SOUTH BEND, IN, 46613",FALSE,41.6556614,-86.2159784
Restaurant (N-Z) License,7-ELEVEN #27054,2207 MISHAWAKA AVE.,INACTIVE,SOUTH BEND,IN,46615,574-232-1797,2022,RST2022-213,"2207 MISHAWAKA AVE., SOUTH BEND, IN, 46615",FALSE,41.6657911,-86.2149388
Alarm Agent License,ADT LLC DBA PROTECTION ONE,11918 Exit Parkway,ACTIVE,FISHERS,IN,46037,561-226-3437,2023,ALR2023-006,"11918 Exit Parkway, FISHERS, IN, 46037",FALSE,39.9571645,-86.0026574
Lawn Parking License,1415 ROSEMARY LN.,1415 ROSEMARY LN.,EXPIRED,SOUTH BEND,IN,46637,NA,2022,LWN2022-030,"1415 ROSEMARY LN., SOUTH BEND, IN, 46637",FALSE,41.694747,-86.2188208
Restaurant (N-Z) License,SWAY COFFEE LLC,527 E Colfax Ave,RENEWED,South Bend,IN,46617,NA,2022,RST2022-101,"527 E Colfax Ave, South Bend, IN, 46617",FALSE,41.6778859,-86.2433638
Restaurant (N-Z) License,Rally's,"2021 S MICHIGAN ST,  SOUTH BEND,  46613",RENEWED,SOUTH BEND,IN,46613,574-234-3407,2021,RST2021-262,"2021 S MICHIGAN ST,  SOUTH BEND,  46613, SOUTH BEND, IN, 46613",FALSE,NA,NA
Alarm Agent License,"SimpliSafe, Inc.",294 Washington St. 9th Fl,RENEWED,Boston,MA,02108,800-297-1605,2021,ALR2021-061,"294 Washington St. 9th Fl, Boston, MA, 02108",FALSE,NA,NA
Restaurant (A-M) License,BURGER KING #8448,3403 PORTAGE AVE,RENEWED,South Bend,IN,46628,574-233-8651,2022,RST2022-187,"3403 PORTAGE AVE, South Bend, IN, 46628",FALSE,41.723353,-86.2871564
Restaurant (N-Z) License,SNACK SHACK @ POTAWATOMI ZOO,500 S GREENLAWN AVE,RENEWED,SOUTH BEND,IN,46615,574-235-5515,2021,RST2021-367,"500 S GREENLAWN AVE, SOUTH BEND, IN, 46615",FALSE,41.6704202,-86.2183642
Restaurant (N-Z) License,YWCA North Central Indiana,"1102 S FELLOWS ST, SOUTH BEND, 46601",ACTIVE,South Bend,IN,46601,574-233-9491,2023,RST2023-337,"1102 S FELLOWS ST, SOUTH BEND, 46601, South Bend, IN, 46601",FALSE,NA,NA
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXV2022-016,"1657 COMMERCE DR., SOUTH BEND, IN, 46628",FALSE,41.6986746,-86.307587
Restaurant (A-M) License,Cool Runnings Restaurant & Bar,129 N. Michigan St.,ACTIVE,SOUTH BEND,IN,46601,574-232-0954,2023,RST2023-070,"129 N. Michigan St., SOUTH BEND, IN, 46601",FALSE,41.6768149,-86.2504826
Arborist License,JR LAWN CARE,56827 Pine Rd,RENEWED,SOUTH BEND,IN,46619,574-315-1209,2020,8689ARBOR2020,"56827 Pine Rd, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (N-Z) License,ST. CLAIR'S BUTCHER SHOPPE INC.,3601 EDISON RD,RENEWED,SOUTH BEND,IN,46615,574-217-8828,2021,RST2021-312,"3601 EDISON RD, SOUTH BEND, IN, 46615",FALSE,41.6952153,-86.1987264
Automotive Repair License,BILL'S BODY SHOP,1818 S  OLIVE ST,INACTIVE,SOUTH BEND,IN,46613,574-287-5131,2020,3297AUTO2020,"1818 S  OLIVE ST, SOUTH BEND, IN, 46613",FALSE,41.6546031,-86.2828738
Restaurant (A-M) License,Mariscos Playa Azul,"3307 W SAMPLE ST, SOUTH BEND, IN, 46619",RENEWED,South Bend,IN,46619,574-383-5668,2021,RST2021-351,"3307 W SAMPLE ST, SOUTH BEND, IN, 46619, South Bend, IN, 46619",FALSE,NA,NA
Massage Therapist License,SUZANNE MARIE THOMAS,1143 BLYLER PL,RENEWED,SOUTH BEND,IN,46616,574-993-7537,2022,MST2022-015,"1143 BLYLER PL, SOUTH BEND, IN, 46616",FALSE,41.7023622,-86.2672581
Massage Establishment License,SAI SHAKTI MASSAGE AND HEALING,115 N  WILLIAM ST,CLOSED,SOUTH BEND,IN,46601,574-301-1700,2020,8238MSGEST2020,"115 N  WILLIAM ST, SOUTH BEND, IN, 46601",FALSE,41.6765127,-86.2562021
Transient Merchant License,LEEPER PARK ART FAIR,Riverside Dr.,RENEWED,SOUTH BEND,IN,46601,571-435-6217,2021,TRM2021-004,"Riverside Dr., SOUTH BEND, IN, 46601",FALSE,41.6873447,-86.2562834
Restaurant (N-Z) License,Y.W.C.A. OF ST JOSEPH CO,1102   FELLOWS ST,RENEWED,SOUTH BEND,IN,46601,574-233-9491,2020,6633RESTZ2020,"1102   FELLOWS ST, SOUTH BEND, IN, 46601",FALSE,41.6633995,-86.244644
Restaurant (A-M) License,Erskine Golf Course,"4200 MIAMI ST, SOUTH BEND, 46614",RENEWED,South Bend,IN,46614,574-291-3216,2022,RST2022-025,"4200 MIAMI ST, SOUTH BEND, 46614, South Bend, IN, 46614",FALSE,NA,NA
Restaurant (A-M) License,ALOFT BANQUETS AND CATERING,111 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-288-8000,2020,8104RESTAM2020,"111 N MAIN ST, SOUTH BEND, IN, 46601",FALSE,41.6765772,-86.2524213
Peddlers and Canvassers License,TAYLAN GATES / NUBIAN MARKETS,1634 WILBER ST,READY2ISSU,SOUTH BEND,IN,46628,574-514-3273,2021,PDL2021-009,"1634 WILBER ST, SOUTH BEND, IN, 46628",FALSE,41.6970004,-86.2740543
Restaurant (A-M) License,PAPA JOHN'S,3903 PORTAGE AVE #E,ACTIVE,SOUTH BEND,IN,46628,330-533-0900,2023,RST2023-242,"3903 PORTAGE AVE #E, SOUTH BEND, IN, 46628",FALSE,NA,NA
Vehicle Removal Service License,ASAP TOWING,1906 S OLIVE ST,RENEWED,SOUTH BEND,IN,46613,574-288-2727,2022,VHR2022-001,"1906 S OLIVE ST, SOUTH BEND, IN, 46613",FALSE,41.6536985,-86.2828601
Restaurant (N-Z) License,Witches Brew,"1320 MIAMI ST, SOUTH BEND, IN, 46601",ACTIVE,South Bend,IN,46601,574-303-7302,2023,RST2023-297,"1320 MIAMI ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Lawn Parking License,1227 WHITE OAK DR.,1227 WHITE OAK DR.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-019,"1227 WHITE OAK DR., SOUTH BEND, IN, 46617",FALSE,41.6913998,-86.2243948
Automotive Repair License,VALVOLINE INSTANT OIL CHANGE,219 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-400-0067,2022,AUT2022-037,"219 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6291416,-86.24803
Restaurant (A-M) License,BENDIX FAMILY RESTAURANT,4920 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-287-3037,2021,RST2021-052,"4920 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.672028,-86.316875
Restaurant (N-Z) License,Taco Bell #3004041,3208 LINCOLNWAY W,RENEWED,South Bend,IN,46637,574-234-2349,2022,RST2022-237,"3208 LINCOLNWAY W, South Bend, IN, 46637",FALSE,41.6909012,-86.2937486
Massage Establishment License,AAA SPA LLC,2614 S. MICHIGAN ST.,INACTIVE,SOUTH BEND,IN,46614,812-219-5983,2022,MSE2022-015,"2614 S. MICHIGAN ST., SOUTH BEND, IN, 46614",FALSE,41.6474888,-86.2495499
Secondhand Store License,WALMART #3436,700 W IRELAND RD,RENEWED,South Bend,IN,46614,574-299-1284,2022,SHN2022-007,"700 W IRELAND RD, South Bend, IN, 46614",FALSE,41.6263394,-86.2578871
Restaurant (A-M) License,LA ESPERANZA,1636 N IRONWOOD DR,RENEWED,SOUTH BEND,IN,46635,574-273-0345,2021,RST2021-149,"1636 N IRONWOOD DR, SOUTH BEND, IN, 46635",FALSE,41.6980314,-86.2160477
Tattoo/Body Piercing Artist License,TRACY M. SMITH,10190 ROSZALKA COURT,READY2ISSU,Granger,IN,46530,NA,2022,TAA2022-012,"10190 ROSZALKA COURT, Granger, IN, 46530",FALSE,NA,NA
Automotive Repair License,BIG BULLDOG AUTO PARTS,3605 S GERTRUDE ST,CLOSED,SOUTH BEND,IN,46614,574-472-1277,2020,8382AUTO2020,"3605 S GERTRUDE ST, SOUTH BEND, IN, 46614",FALSE,41.6378859,-86.2730746
Restaurant (N-Z) License,SUNRISE CAFE,1805 LINCOLN WAY W,EXPIRED,SOUTH BEND,IN,46628,574-232-2323,2022,RST2022-498,"1805 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.6578854,-86.2193376
Automotive Repair License,Discount Tire,"4005 S MICHIGAN ST, SOUTH BEND, 46614",RENEWED,South Bend,IN,46614,574-291-6056,2021,AUT2021-043,"4005 S MICHIGAN ST, SOUTH BEND, 46614, South Bend, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,TGI FRIDAY'S #2272,1240 E  IRELAND RD,CLOSED,SOUTH BEND,IN,46614,574-299-4763,2020,942RESTZ2020,"1240 E  IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6292006,-86.231403
Automotive Repair License,Dave's Garage,2900 S Main St,RENEWED,South Bend,IN,46614,574-291-4561,2022,AUT2022-020,"2900 S Main St, South Bend, IN, 46614",FALSE,41.643773,-86.2507041
Tattoo/Body Piercing Artist License,ERIC WIESINGER,21269 Auten Rd,RENEWED,SOUTH BEND,IN,46628,765-269-6772,2021,TAA2021-002,"21269 Auten Rd, SOUTH BEND, IN, 46628",FALSE,41.7447471,-86.2685587
Taxi Driver License,ELWATHIG ABDELAZIZ / EAGLE CAB LLC,1657 COMMERCE DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXD2022-016,"1657 COMMERCE DR., SOUTH BEND, IN, 46628",FALSE,41.6986746,-86.307587
Massage Therapist License,SARA ROS FRAZIER,21177 Harlan Rd,ACTIVE,LAKEVILLE,IN,46536,574-383-0669,2023,MST2023-013,"21177 Harlan Rd, LAKEVILLE, IN, 46536",FALSE,NA,NA
Hotel and Motel License,"AVANTI MUSEUM AND GUEST HOUSE, LLC",900 THOMAS ST,ACTIVE,SOUTH BEND,IN,46601,314-973-8686,2023,HTM2023-020,"900 THOMAS ST, SOUTH BEND, IN, 46601",FALSE,41.6739175,-86.2626094
Restaurant (A-M) License,Arby's #7215,"209 W SAMPLE ST, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-246-9733,2022,RST2022-172,"209 W SAMPLE ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Restaurant (A-M) License,LASALLE KITCHEN AND TAVERN,115 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-288-1174,2021,RST2021-187,"115 W COLFAX AVE, SOUTH BEND, IN, 46601",FALSE,41.677892,-86.2513471
Automotive Repair License,Froggys Automotive,"4443 W WESTERN AVE, SOUTH BEND, IN, 46619",INACTIVE,SOUTH BEND,IN,46619,574-383-2071,2021,AUT2021-061,"4443 W WESTERN AVE, SOUTH BEND, IN, 46619, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (A-M) License,CHINA HOUSE,2222 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-232-9828,2022,RST2022-176,"2222 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656272,-86.2148581
Tattoo/Body Piercing Artist License,JASON HANEY,67208 Walnut Rd,RENEWED,WALKERTON,IN,46574,574-276-9780,2021,TAA2021-003,"67208 Walnut Rd, WALKERTON, IN, 46574",FALSE,NA,NA
Restaurant (A-M) License,LASALLE GRILL,115 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-288-1155,2020,852RESTAM2020,"115 W COLFAX AVE, SOUTH BEND, IN, 46601",FALSE,41.677892,-86.2513471
Restaurant (N-Z) License,Simeri's Old Town Tap,"1505 W INDIANA AVE, SOUTH BEND, IN, 46613",RENEWED,SOUTH BEND,IN,46613,5742891361,2021,RST2021-077,"1505 W INDIANA AVE, SOUTH BEND, IN, 46613, SOUTH BEND, IN, 46613",FALSE,NA,NA
Restaurant (A-M) License,CENTER FOR THE HOMELESS,813 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-282-8700,2020,718RESTAM2020,"813 S  MICHIGAN ST, SOUTH BEND, IN, 46601",FALSE,41.6659621,-86.250246
Restaurant (N-Z) License,THAT CHEESECAKE PLACE,3612 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-4168,2021,RST2021-346,"3612 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6717629,-86.2990011
Arborist License,FUERBRINGER LANDSCAPE & DESIGN,22530   BRICK RD,RENEWED,SOUTH BEND,IN,46628,574-271-9714,2020,659ARBOR2020,"22530   BRICK RD, SOUTH BEND, IN, 46628",FALSE,41.737284,-86.307375
Restaurant (A-M) License,DAVE'S PUB,3013 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-234-0656,2023,RST2023-004,"3013 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6658027,-86.2048399
Alarm Agent License,COPS MONITORING,1041 Glassboro Rd,RENEWED,WILLIAMSTOWN,NJ,08094,856-629-1111,2020,7062ALARM2020,"1041 Glassboro Rd, WILLIAMSTOWN, NJ, 08094",FALSE,39.690488,-75.0242611
Restaurant (A-M) License,Halls kitchen,"902 S TWYCKENHAM DR, SOUTH BEND, IN, 466151432",ACTIVE,South Bend,IN,46615,574-355-3534,2023,RST2023-149,"902 S TWYCKENHAM DR, SOUTH BEND, IN, 466151432, South Bend, IN, 46615",FALSE,NA,NA
Alarm Agent License,"SimpliSafe, Inc.","100 Summer St, Ste. 300",RENEWED,Boston,MA,02108,800-297-1605,2022,ALR2022-032,"100 Summer St, Ste. 300, Boston, MA, 02108",FALSE,NA,NA
Vehicle Removal Service License,HAMILTON'S TOWING,4707 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-289-6364,2021,VHR2021-002,"4707 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6719942,-86.3134657
Restaurant (A-M) License,ARMORY KITCHEN,"727 S EDDY ST,  SOUTH BEND,  46617",RENEWED,SOUTH BEND,IN,46615,574-217-8359,2022,RST2022-291,"727 S EDDY ST,  SOUTH BEND,  46617, SOUTH BEND, IN, 46615",FALSE,NA,NA
Restaurant (N-Z) License,SAINT MARY PARISH PNCC,1601 W SAMPLE ST,READY2ISSU,SOUTH BEND,IN,46619,574-485-8520,2023,RST2023-386,"1601 W SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.6648019,-86.274425
Peddlers and Canvassers License,ALDER HOLDINGS INC.,"450 N. 1500 W. OREM, UT  84057",INACTIVE,OREM,UT,84057,385-218-2754,2021,PDL2021-013,"450 N. 1500 W. OREM, UT  84057, OREM, UT, 84057",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,COUNCIL OAK LAUNDRY & CLEANERS,3324 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-272-4555,2022,LND22-00022,"3324 PORTAGE AVE, SOUTH BEND, IN, 46628",FALSE,41.7186816,-86.283651
Hotel and Motel License,SHIRLEY MOTEL,6013 US 31,RENEWED,SOUTH BEND,IN,46614,574-291-4452,2022,HTM2022-016,"6013 US 31, SOUTH BEND, IN, 46614",FALSE,41.6085451,-86.2539841
Lawn Parking License,515 PEASHWAY ST.,515 PEASHWAY ST.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-026,"515 PEASHWAY ST., SOUTH BEND, IN, 46617",FALSE,41.692319,-86.2433224
Restaurant (A-M) License,GOLDEN DRAGON CHINESE REST,3302   PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-243-8800,2020,665RESTAM2020,"3302   PORTAGE AVE, SOUTH BEND, IN, 46628",FALSE,41.7185316,-86.2835639
Restaurant (A-M) License,HEALTHY CHAMPS NUTRITION,1110 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46601,574-261-1585,2020,7249RESTAM2020,"1110 W  WESTERN AVE, SOUTH BEND, IN, 46601",FALSE,41.6718937,-86.2664366
Automotive Repair License,SOUTH BEND AUTO SERVICE,3609 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-855-1446,2021,AUT2021-079,"3609 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6722481,-86.2992335
Rubbish/Garbage Removal License,FAST ACT JUNK REMOVAL AND DUMPSTER SERVICE LLC,2140 Lewis Dr,EXPIRED,NILES,MI,49120,269-808-1170,2020,8668TRASH2020,"2140 Lewis Dr, NILES, MI, 49120",FALSE,41.8210256,-86.2301399
Food Vending Machine License,"AVI FOODSYSTEMS, INC.",2590 Elm Rd NE,RENEWED,WARREN,OH,44483,330-372-6000,2021,FVM2021-002,"2590 Elm Rd NE, WARREN, OH, 44483",FALSE,41.2580224,-80.7851974
Arborist License,FOEGLEY LANDSCAPE INC.,52215 LILAC RD,RENEWED,SOUTH BEND,IN,46628,574-277-2424,2022,ARB2022-008,"52215 LILAC RD, SOUTH BEND, IN, 46628",FALSE,41.734341,-86.276421
Lawn Parking License,525 PEASHWAY ST.,525 PEASHWAY ST.,INACTIVE,SOUTH BEND,IN,46617,NA,2022,LWN2022-015,"525 PEASHWAY ST., SOUTH BEND, IN, 46617",FALSE,41.6922742,-86.2430586
Alarm Agent License,FE MORAN SECURITY SOLUTIONS LL,201 W University Ave,CLOSED,CHAMPAIGN,IL,61820,217-403-6444,2020,7190ALARM2020,"201 W University Ave, CHAMPAIGN, IL, 61820",FALSE,40.1160521,-88.245678
Restaurant (A-M) License,ARMY & NAVY UNION #146,1121 W  WESTERN AVE,ACTIVE,SOUTH BEND,IN,46601,574-287-3815,2023,RST2023-188,"1121 W  WESTERN AVE, SOUTH BEND, IN, 46601",FALSE,41.6724517,-86.2671226
Automotive Repair License,MIAMI AUTO GLASS,918 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-289-2393,2020,570AUTO2020,"918 S  MICHIGAN ST, SOUTH BEND, IN, 46601",FALSE,41.6649668,-86.2500001
Restaurant (A-M) License,DISMAS HOUSE OF INDIANA,521 S SAINT JOSEPH ST,RENEWED,SOUTH BEND,IN,46601,574-233-8522,2022,RST2022-115,"521 S SAINT JOSEPH ST, SOUTH BEND, IN, 46601",FALSE,41.6706409,-86.2487677
Arborist License,FOEGLEY LANDSCAPE INC.,52215 LILAC RD,ACTIVE,SOUTH BEND,IN,46628,574-277-2424,2023,ARB2023-009,"52215 LILAC RD, SOUTH BEND, IN, 46628",FALSE,41.734341,-86.276421
Restaurant (A-M) License,MAXI'S FOOD & SPIRITS,114 W IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-9181,2022,RST2022-075,"114 W IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6286944,-86.251998
Massage Therapist License,SHANNON MARIE ANDERSON,52797 JUNIPER RD.,RENEWED,SOUTH BEND,IN,46637,NA,2022,MST2022-011,"52797 JUNIPER RD., SOUTH BEND, IN, 46637",FALSE,NA,NA
Restaurant (A-M) License,ARBY'S ROAST BEEF #877,4615 MIAMI ST,RENEWED,ATLANTA,G,30328,574-291-1208,2020,RST2020-009,"4615 MIAMI ST, ATLANTA, G, 30328",FALSE,NA,NA
Lawn Parking License,713 HOWARD ST,713 HOWARD ST,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-049,"713 HOWARD ST, SOUTH BEND, IN, 46617",FALSE,41.6885345,-86.2403644
Automotive Repair License,BETTY'S TIRES,835   HARRIS ST,RENEWED,SOUTH BEND,IN,46619,574-217-8119,2020,5194AUTO2020,"835   HARRIS ST, SOUTH BEND, IN, 46619",FALSE,41.665681,-86.271558
Restaurant (N-Z) License,"WINGS, ETC",2051 E  IRELAND RD,RENEWED,FORT WAYNE,IN,46804,574-291-0077,2020,865RESTZ2020,"2051 E  IRELAND RD, FORT WAYNE, IN, 46804",FALSE,NA,NA
Restaurant (A-M) License,"MACRI'S ITALIAN BAKERY, INC.",214 N  NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-282-1010,2020,RST2020-015,"214 N  NILES AVE, SOUTH BEND, IN, 46617",FALSE,41.678077,-86.2442421
Alarm Agent License,"Bontrager Security Solutions, LLC","69295 County Road 23, New Paris, Indiana, 46553",ACTIVE,NEW PARIS,IN,46553,574-971-1821,2023,ALR2023-002,"69295 County Road 23, New Paris, Indiana, 46553, NEW PARIS, IN, 46553",FALSE,NA,NA
Hotel and Motel License,SHIRLEY MOTEL,6013 US 31,RENEWED,SOUTH BEND,IN,46614,574-291-4452,2021,HTM2021-017,"6013 US 31, SOUTH BEND, IN, 46614",FALSE,41.6085451,-86.2539841
Massage Establishment License,COUNCIL OAK MASSAGE,3302 PORTAGE AVE.,READY2ISSU,SOUTH BEND,IN,46628,574-383-2945,2023,MSE2023-001,"3302 PORTAGE AVE., SOUTH BEND, IN, 46628",FALSE,41.7185316,-86.2835639
Restaurant (A-M) License,J J FISH & CHICKEN,2324 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-234-3660,2020,4387RESTAM2020,"2324 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Automotive Repair License,Froggys Automotive,1510 E CALVERT ST,ACTIVE,SOUTH BEND,IN,46613,574-703-3816,2023,AUT2023-063,"1510 E CALVERT ST, SOUTH BEND, IN, 46613",FALSE,41.654746,-86.225022
Restaurant (N-Z) License,Panaderia y Super Mercado San Miguel,2712 W WESTERN AVE,RENEWED,South Bend,IN,46619,574-584-4118,2022,RST2022-249,"2712 W WESTERN AVE, South Bend, IN, 46619",FALSE,41.6717987,-86.2882165
Restaurant (A-M) License,Hope Ministries,"432 S LAFAYETTE BLVD, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-235-4150,2021,RST2021-074,"432 S LAFAYETTE BLVD, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Restaurant (A-M) License,LINCOLN PRIMARY SCHOOL,1425 E CALVERT ST,EXPIRED,SOUTH BEND,IN,46613,574-393-2313,2022,RST2022-458,"1425 E CALVERT ST, SOUTH BEND, IN, 46613",FALSE,41.654902,-86.226863
Restaurant (N-Z) License,WALMART #3436,700 W  IRELAND RD,RENEWED,BENTONVILLE,AR,72716,574-299-1284,2020,1563RESTZ2020,"700 W  IRELAND RD, BENTONVILLE, AR, 72716",FALSE,NA,NA
Restaurant (N-Z) License,SUBWAY / GOPAL NANDA INC.,135 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-8306,2021,RST2021-321,"135 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6292516,-86.2495541
Automotive Repair License,Dave's Garage,"2900 S MAIN ST, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,574-291-4561,2023,AUT2023-047,"2900 S MAIN ST, SOUTH BEND, IN, 46614, South Bend, IN, 46614",FALSE,NA,NA
Restaurant (A-M) License,J.W. CHEN'S,1835 SOUTH BEND AVE,ACTIVE,SOUTH BEND,IN,46637,574-271-2777,2023,RST2023-012,"1835 SOUTH BEND AVE, SOUTH BEND, IN, 46637",FALSE,41.6974182,-86.2209762
Automotive Repair License,FLOYD'S BODY SHOP,3105 W SAMPLE ST,ACTIVE,SOUTH BEND,IN,46619,574-287-4945,2023,AUT2023-018,"3105 W SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.6649681,-86.292435
Restaurant (A-M) License,BOURBON ST. PIZZA,902 S TWYCKENHAM DR,RENEWED,SOUTH BEND,IN,46615,574-355-3534,2021,RST2021-268,"902 S TWYCKENHAM DR, SOUTH BEND, IN, 46615",FALSE,41.665468,-86.225449
Alarm Agent License,"Shoff Security Services, Inc.","722 Middleton Run Rd, Elkhart, Indiana, 46516",RENEWED,Elkhart,IN,46516,574-293-6157,2022,ALR2022-041,"722 Middleton Run Rd, Elkhart, Indiana, 46516, Elkhart, IN, 46516",FALSE,NA,NA
Restaurant (N-Z) License,7-ELEVEN #30171E,4106 LINCOLN WAY W,EXPIRED,SOUTH BEND,IN,46628,574-246-1619,2022,RST2022-528,"4106 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
